current_body_type,goal_body_type,age,height,weight,sleep_hours,exercise_frequency,daily_steps,alcohol_consumption,smoking,calorie_intake,protein_intake,fat_intake,BMI,activity_level,recommended_calories,recommended_protein,recommended_fat,recommended_carbs
skinny,muscle_gain,48,187,80.8,6.4,6,6237,0,1,2028,97.0,117.5,23.11,sedentary,2446,160.7,72.8,287.0
skinny,recomposition,35,176,78.4,8.5,6,13177,0,1,2641,63.2,67.7,25.31,light,2334,159.0,70.3,266.3
normal,recomposition,35,177,103.2,8.4,3,6128,0,1,2618,83.1,120.0,32.94,active,3390,199.9,97.7,427.8
normal,recomposition,36,169,89.5,6.9,2,6529,1,1,2063,104.0,66.8,31.34,moderate,2667,186.5,83.0,293.5
normal,muscle_gain,43,170,89.2,7.9,5,10148,1,1,2831,107.8,119.6,30.87,active,3357,161.1,101.2,450.4
overweight,recomposition,52,190,96.0,8.6,5,7873,1,0,2211,108.4,101.9,26.59,light,2687,200.2,82.5,285.9
normal,muscle_gain,29,171,87.5,5.9,1,14193,1,1,2619,98.4,58.2,29.92,moderate,3108,185.5,89.2,390.8
normal,fat_loss,22,180,102.8,7.0,6,13152,1,1,1992,96.7,78.6,31.73,light,2371,219.6,78.7,196.1
normal,recomposition,27,170,101.1,5.7,0,9988,1,0,1806,100.2,103.3,34.98,sedentary,2275,196.7,54.6,249.2
skinny,fat_loss,23,158,84.9,7.5,3,9029,1,1,2822,124.4,112.4,34.01,light,1880,178.3,45.8,188.6
normal,recomposition,18,190,92.7,5.9,2,7113,0,0,2033,127.6,70.9,25.68,moderate,3119,173.7,87.3,409.6
skinny,fat_loss,51,171,73.2,7.7,1,7615,1,1,1826,70.1,118.9,25.03,active,2321,149.4,66.8,280.6
overweight,fat_loss,28,157,68.8,7.6,0,8147,1,0,2714,56.0,98.3,27.91,sedentary,1435,128.4,33.9,154.1
normal,recomposition,34,180,90.6,5.8,5,12327,0,1,2727,89.6,92.4,27.96,sedentary,2174,167.7,70.0,218.3
normal,recomposition,50,189,52.7,5.5,0,10154,0,0,2301,57.3,61.2,14.75,light,2051,100.0,50.3,299.6
skinny,recomposition,48,171,60.2,5.1,0,3809,1,0,2812,52.4,67.9,20.59,sedentary,1681,112.8,55.6,182.3
overweight,muscle_gain,34,179,48.3,8.3,6,2646,1,1,2833,41.9,103.1,15.07,active,2789,77.6,66.3,470.5
normal,fat_loss,28,171,68.2,6.8,4,6395,0,1,2361,100.5,69.0,23.32,sedentary,1540,137.4,42.4,152.2
overweight,muscle_gain,44,160,52.3,7.8,0,4611,0,1,2053,55.7,75.1,20.43,active,2563,110.7,82.0,345.6
normal,recomposition,26,180,104.8,5.5,3,9220,0,0,1817,147.5,86.7,32.35,moderate,3264,203.9,93.0,402.9
normal,recomposition,39,183,79.0,7.8,0,9091,0,1,2008,108.9,112.4,23.59,active,3063,129.0,90.0,434.2
normal,fat_loss,28,182,100.2,8.4,6,4709,0,1,3158,83.7,65.6,30.25,moderate,2642,183.1,82.7,291.3
skinny,muscle_gain,23,179,73.9,7.3,0,10166,1,1,1943,80.5,89.0,23.06,sedentary,2397,154.9,74.4,276.9
skinny,muscle_gain,37,182,81.6,7.6,3,7584,1,0,2584,100.7,83.1,24.63,moderate,3216,148.3,87.6,458.6
skinny,fat_loss,24,164,45.1,6.4,5,6783,1,0,1996,58.7,100.5,16.77,active,2020,79.0,49.3,315.1
normal,fat_loss,25,175,59.0,8.3,1,13743,1,0,2881,65.8,96.1,19.27,sedentary,1447,99.2,40.2,172.1
overweight,fat_loss,51,153,81.0,6.7,4,9912,0,0,2342,98.9,111.8,34.6,sedentary,1390,172.4,37.4,90.9
normal,recomposition,33,167,70.9,6.4,2,9419,0,0,2980,83.9,72.0,25.42,moderate,2556,153.2,74.8,317.5
overweight,recomposition,30,163,85.6,6.2,2,13016,0,0,2794,114.1,89.4,32.22,moderate,2730,166.3,80.9,334.2
normal,fat_loss,44,184,63.6,8.4,6,2209,0,0,2738,59.8,102.5,18.79,sedentary,1544,139.3,46.0,143.2
normal,fat_loss,27,153,89.9,6.2,6,10866,0,1,2839,107.2,66.6,38.4,light,1872,186.8,56.1,155.0
overweight,muscle_gain,21,174,70.2,8.8,5,7122,0,0,2668,94.5,110.9,23.19,light,2680,150.7,80.5,338.2
normal,fat_loss,41,187,80.5,7.4,6,13876,0,1,2061,74.2,86.0,23.02,sedentary,1732,130.8,43.9,203.4
skinny,fat_loss,34,158,55.5,8.4,0,7415,1,0,2635,74.5,93.8,22.23,moderate,1666,98.8,51.6,201.6
overweight,fat_loss,53,172,49.7,7.8,4,5603,0,0,2560,53.8,74.5,16.8,active,1909,99.3,49.4,266.8
overweight,muscle_gain,36,163,106.8,7.5,3,11196,0,0,2136,133.5,114.3,40.2,active,3659,232.3,109.1,437.0
overweight,muscle_gain,38,174,104.5,8.8,3,6203,1,0,2481,105.3,95.6,34.52,active,3741,199.4,122.5,460.2
skinny,fat_loss,28,184,79.7,7.5,1,12982,0,1,2705,116.2,102.3,23.54,active,2786,128.7,84.1,378.6
normal,muscle_gain,20,155,49.8,5.7,2,11143,0,0,2431,53.9,72.1,20.73,active,2765,99.8,77.9,416.2
overweight,muscle_gain,22,187,48.0,8.4,2,10238,0,1,2194,69.5,76.7,13.73,sedentary,2321,77.7,55.6,377.4
normal,recomposition,32,158,93.5,8.2,6,10941,1,0,3140,75.5,111.2,37.45,moderate,2675,156.5,59.6,378.1
normal,recomposition,43,184,80.6,5.3,1,14260,1,0,2025,76.9,108.4,23.81,light,2349,134.5,69.7,295.9
overweight,fat_loss,54,153,100.3,8.7,4,9557,0,1,1937,131.2,84.1,42.85,moderate,2242,182.0,66.5,228.9
normal,recomposition,33,156,63.5,5.3,1,7206,1,1,2770,57.6,89.7,26.09,moderate,2227,138.1,53.7,297.8
skinny,recomposition,38,165,96.1,7.8,5,9145,1,1,3029,108.0,75.1,35.3,moderate,2779,181.8,65.1,366.5
overweight,fat_loss,23,167,100.8,5.6,4,5218,1,0,2989,125.2,106.9,36.14,sedentary,1882,185.8,54.2,162.8
normal,fat_loss,20,185,61.9,8.6,4,9734,0,1,1987,71.2,56.3,18.09,moderate,2211,117.7,65.4,287.9
normal,fat_loss,28,182,54.1,5.6,4,11270,0,1,2866,52.1,68.5,16.33,light,1763,87.9,43.2,255.6
overweight,recomposition,41,174,75.5,6.8,0,2653,1,0,2968,74.3,88.1,24.94,moderate,2489,137.9,65.8,336.3
normal,muscle_gain,55,154,78.6,6.5,1,10460,1,1,3042,63.2,111.7,33.14,active,2962,133.6,68.4,453.0
normal,muscle_gain,35,163,54.8,5.6,4,13752,0,0,2474,62.2,64.7,20.63,sedentary,2017,109.0,54.0,273.8
skinny,fat_loss,33,152,53.3,7.4,1,12314,0,0,3091,61.9,78.4,23.07,moderate,1606,105.7,51.4,180.2
normal,recomposition,36,155,59.1,7.4,3,9891,0,0,2912,81.2,62.7,24.6,light,1972,112.7,47.5,273.4
skinny,fat_loss,39,179,83.8,5.3,3,8315,0,0,2957,102.6,62.4,26.15,active,2590,164.2,82.8,297.0
overweight,muscle_gain,52,182,93.9,5.4,5,4135,0,1,3024,121.0,80.0,28.35,moderate,3246,194.7,85.9,423.5
normal,recomposition,55,186,51.4,5.5,3,14547,0,0,2160,41.3,102.1,14.86,active,2327,100.1,54.8,358.4
skinny,muscle_gain,18,174,87.5,7.8,2,8698,1,0,2165,102.8,89.5,28.9,moderate,3366,154.5,100.3,461.3
normal,recomposition,31,176,80.9,7.2,1,8065,1,1,2883,87.3,59.7,26.12,moderate,2794,135.2,69.2,407.6
normal,recomposition,28,156,58.9,6.6,2,11020,0,0,2926,81.1,83.0,24.2,sedentary,1767,109.6,40.5,241.0
skinny,recomposition,32,173,50.2,5.2,3,8564,1,0,2414,47.2,96.0,16.77,active,2495,88.9,56.4,407.9
overweight,fat_loss,50,183,90.4,7.5,5,2590,1,0,1921,89.8,78.0,26.99,light,2007,166.1,57.7,205.8
normal,muscle_gain,51,150,92.9,5.3,0,11004,1,1,2648,87.0,115.1,41.29,light,2669,148.9,64.5,373.2
overweight,muscle_gain,50,156,81.3,7.0,2,3917,1,1,2588,108.9,103.0,33.41,active,3159,152.5,86.4,442.9
normal,muscle_gain,55,151,76.3,6.0,3,12381,0,0,2523,61.6,108.3,33.46,moderate,2589,135.2,69.0,356.8
skinny,recomposition,39,154,81.0,5.7,2,7792,0,1,2498,76.1,101.5,34.15,light,2142,139.6,52.4,278.0
overweight,fat_loss,33,189,68.1,8.1,0,3285,1,0,2319,69.5,112.9,19.06,active,2489,144.5,68.9,322.7
overweight,fat_loss,50,167,70.9,8.0,1,2887,1,1,2351,90.8,62.2,25.42,moderate,2007,143.1,54.9,235.1
skinny,recomposition,18,150,88.8,6.5,0,7331,1,1,2131,100.3,92.9,39.47,moderate,2690,151.9,72.4,357.7
skinny,recomposition,44,173,68.7,6.6,3,4947,0,0,2925,81.7,109.9,22.95,moderate,2357,115.9,77.5,299.0
normal,muscle_gain,27,180,97.4,5.7,3,4203,1,1,2357,125.0,54.2,30.06,sedentary,2727,183.7,79.7,318.7
normal,fat_loss,46,171,61.9,6.4,4,6222,1,0,3014,91.3,63.9,21.17,moderate,1820,123.2,51.3,216.4
normal,recomposition,36,172,66.1,7.0,6,14067,1,0,2449,97.1,110.8,22.34,moderate,2482,137.8,64.5,337.6
normal,recomposition,54,175,100.2,5.3,1,7629,0,1,2794,122.6,77.7,32.72,moderate,2850,207.3,93.1,295.7
overweight,muscle_gain,55,183,107.8,6.7,1,2378,0,0,2094,116.2,56.7,32.19,sedentary,2763,208.0,62.2,342.8
overweight,muscle_gain,43,183,94.7,5.3,2,12126,0,0,2121,124.7,81.0,28.28,moderate,3247,159.0,102.4,422.4
overweight,muscle_gain,19,152,88.1,8.4,2,9801,1,1,3157,113.5,62.4,38.13,light,2845,165.1,86.9,350.6
skinny,muscle_gain,54,177,79.0,7.6,2,7688,1,0,2312,77.6,71.3,25.22,moderate,2828,151.2,86.7,360.7
skinny,muscle_gain,26,172,63.6,7.1,5,10059,1,1,2635,86.4,88.4,21.5,moderate,2806,117.5,79.8,404.5
skinny,muscle_gain,43,165,55.6,7.9,3,8199,0,1,2523,75.6,92.9,20.42,light,2370,111.8,60.2,345.2
overweight,muscle_gain,52,167,71.8,8.4,1,4238,1,0,2180,88.7,63.1,25.74,active,2903,121.4,95.8,388.8
skinny,fat_loss,19,161,108.2,6.1,1,13717,1,0,1820,103.0,79.4,41.74,light,2320,237.9,63.5,199.2
skinny,recomposition,20,171,50.2,8.0,1,2918,1,1,2054,71.6,67.5,17.17,active,2542,105.3,59.9,395.4
overweight,fat_loss,33,174,95.1,6.8,5,2549,0,1,2461,121.4,71.8,31.41,light,2200,161.2,66.7,238.7
overweight,fat_loss,53,183,52.9,6.9,2,5255,1,0,2130,58.4,51.1,15.8,sedentary,1325,103.2,35.3,148.6
skinny,fat_loss,33,150,108.0,7.3,5,9786,0,1,2499,138.3,73.7,48.0,light,2060,213.3,47.1,195.7
overweight,fat_loss,27,184,96.4,5.5,1,7189,1,1,2764,101.3,59.4,28.47,sedentary,2070,182.3,56.1,209.0
overweight,muscle_gain,36,184,90.3,5.8,1,10906,1,1,3014,110.1,110.2,26.67,moderate,3251,148.2,77.8,489.5
skinny,recomposition,36,166,80.2,6.8,6,12453,1,0,2886,77.6,100.5,29.1,moderate,2647,174.9,82.9,300.3
normal,recomposition,30,183,89.4,8.1,1,12044,1,1,1954,104.3,54.7,26.7,moderate,2866,152.6,64.7,418.3
skinny,muscle_gain,24,181,57.5,5.1,5,8366,1,1,2648,48.9,115.1,17.55,light,2540,114.6,82.6,334.6
overweight,fat_loss,23,179,97.1,5.2,4,14181,1,1,2540,127.6,108.4,30.3,moderate,2749,210.4,90.4,273.4
overweight,recomposition,24,156,92.1,7.1,1,5164,0,0,2844,123.1,90.4,37.85,active,3144,172.7,93.1,403.8
normal,muscle_gain,24,160,96.5,7.2,4,7529,0,1,2982,105.1,94.3,37.7,moderate,3352,173.1,83.5,477.0
normal,muscle_gain,52,163,69.4,7.2,5,6162,1,1,2816,103.3,91.7,26.12,sedentary,2181,116.7,70.0,271.1
skinny,fat_loss,18,169,109.0,5.9,2,2355,1,0,2297,97.8,75.7,38.16,active,3106,190.7,77.9,410.5
normal,fat_loss,37,155,82.1,7.3,1,14030,0,1,2955,105.3,90.3,34.17,active,2452,160.7,62.7,311.2
normal,fat_loss,54,174,50.1,5.2,6,7478,1,1,2846,69.9,115.0,16.55,light,1357,103.5,35.9,155.0
skinny,recomposition,37,183,47.7,7.2,1,7354,0,0,3159,63.3,90.3,14.24,active,2408,82.7,61.3,381.4
normal,fat_loss,43,159,53.6,5.3,4,14211,0,1,2502,71.9,59.1,21.2,active,1942,101.2,47.4,277.6
skinny,muscle_gain,43,186,57.7,7.5,5,10589,0,0,2252,83.5,56.3,16.68,active,3109,106.6,81.7,486.8
overweight,muscle_gain,30,170,67.4,7.6,6,6994,0,1,2416,97.5,66.3,23.32,light,2663,123.0,81.6,359.1
normal,recomposition,23,157,93.1,6.0,4,4419,1,0,2227,105.2,73.2,37.77,sedentary,2251,179.0,55.1,259.8
overweight,recomposition,51,166,80.7,7.5,1,13388,0,1,2157,68.0,64.0,29.29,sedentary,1991,159.0,45.4,236.6
skinny,muscle_gain,18,154,70.3,6.1,6,12815,1,0,2123,75.0,118.4,29.64,active,3051,150.6,84.2,422.7
skinny,recomposition,52,155,57.1,7.0,3,11186,0,0,2266,61.4,61.0,23.77,moderate,1979,114.8,51.8,263.4
skinny,recomposition,37,165,109.7,8.9,2,3015,1,1,2115,114.0,77.5,40.29,moderate,2954,181.3,78.2,381.2
overweight,fat_loss,32,176,60.6,5.6,2,11918,1,1,2713,73.1,97.9,19.56,light,1781,128.3,45.7,214.1
skinny,recomposition,51,158,73.0,8.6,6,4378,0,1,2057,101.3,60.2,29.24,sedentary,1668,150.3,53.4,146.6
skinny,fat_loss,44,176,64.7,8.0,6,12434,1,0,2058,86.3,92.8,20.89,light,1738,127.0,50.4,194.1
overweight,recomposition,32,164,89.7,6.4,5,14776,1,0,2796,95.2,109.6,33.35,active,3073,169.0,73.9,433.0
skinny,fat_loss,32,152,71.6,8.9,2,8767,0,0,3097,106.7,110.7,30.99,light,1652,144.1,52.6,150.6
overweight,recomposition,33,177,71.3,5.2,5,8232,1,1,2528,79.6,107.9,22.76,sedentary,1901,151.6,47.4,217.0
normal,muscle_gain,52,175,108.9,5.2,3,10456,0,0,3038,146.1,70.0,35.56,active,3667,201.8,106.5,475.3
skinny,recomposition,21,183,103.7,6.9,5,9400,0,0,2350,106.4,51.7,30.97,light,2877,202.6,86.7,321.6
skinny,fat_loss,30,179,50.9,6.3,5,13656,0,0,2687,43.8,99.5,15.89,active,2071,105.6,57.8,282.1
skinny,fat_loss,28,174,80.8,5.2,1,7491,0,0,2387,82.1,103.8,26.69,sedentary,1698,143.3,41.1,188.7
overweight,fat_loss,26,162,45.2,8.1,0,9514,1,1,2133,54.8,83.3,17.22,active,1906,84.3,55.1,268.2
skinny,fat_loss,18,165,102.3,6.1,5,11134,0,0,2714,84.5,109.8,37.58,sedentary,1893,199.2,54.8,150.8
normal,recomposition,39,155,48.2,6.7,1,4643,1,0,3104,41.7,71.0,20.06,moderate,1948,103.1,61.0,246.7
overweight,muscle_gain,45,185,49.2,6.9,0,13380,1,1,2774,60.4,57.7,14.38,light,2449,107.6,68.8,349.9
overweight,muscle_gain,23,180,92.1,7.4,6,13580,1,1,2535,137.8,74.8,28.43,moderate,3333,181.3,92.4,444.0
skinny,fat_loss,49,181,97.5,8.5,1,13609,1,0,2450,132.4,101.6,29.76,sedentary,1886,202.8,62.8,127.4
overweight,muscle_gain,44,152,66.7,7.2,5,5478,0,0,2906,67.7,85.5,28.87,moderate,2555,137.4,60.0,366.4
normal,recomposition,39,171,70.7,7.3,0,4877,0,1,3082,96.0,95.2,24.18,active,2758,119.7,75.4,400.1
overweight,recomposition,52,171,75.1,8.3,5,2917,1,1,2091,96.1,106.0,25.68,sedentary,1867,123.1,44.6,243.3
overweight,fat_loss,19,171,108.9,7.5,6,4719,1,0,2787,111.1,52.2,37.24,moderate,2800,179.9,89.5,318.7
normal,fat_loss,41,178,98.9,6.2,4,6953,0,0,3078,109.8,51.7,31.21,light,2191,211.9,52.4,217.9
overweight,recomposition,39,180,92.6,7.1,6,7363,0,0,2087,76.4,77.1,28.58,light,2591,154.6,66.5,343.5
overweight,muscle_gain,20,188,101.7,6.3,0,3689,1,0,2249,95.1,69.4,28.77,light,3264,209.9,96.9,388.1
overweight,muscle_gain,35,159,55.2,5.5,4,11168,0,0,2179,80.6,106.3,21.83,moderate,2578,96.4,59.3,414.7
normal,fat_loss,39,184,73.8,5.5,3,13067,0,0,2397,68.3,91.7,21.8,sedentary,1586,146.0,47.4,143.9
overweight,fat_loss,46,189,68.1,6.3,1,13680,0,1,2937,98.3,82.8,19.06,sedentary,1548,121.6,45.5,163.0
normal,fat_loss,47,180,60.1,5.9,6,12107,1,1,2904,85.2,81.7,18.55,moderate,2011,98.5,47.2,298.1
normal,recomposition,48,179,100.0,6.1,2,11903,0,0,2256,125.5,105.5,31.21,sedentary,2296,187.7,66.1,237.6
skinny,recomposition,33,189,60.8,5.6,3,8288,0,1,2898,67.2,105.1,17.02,active,2849,122.6,68.8,434.9
normal,fat_loss,22,186,99.4,5.5,4,9584,1,0,3138,84.4,57.6,28.73,moderate,2727,205.0,72.1,314.5
overweight,fat_loss,49,153,50.9,8.3,4,14369,0,0,2543,54.6,90.5,21.74,active,1763,87.7,56.4,226.2
overweight,fat_loss,37,186,96.6,7.7,3,13760,1,0,2986,134.9,54.4,27.92,active,2921,210.7,64.9,373.5
overweight,muscle_gain,53,172,52.1,6.1,0,5854,1,1,2368,57.6,64.8,17.61,active,2648,98.2,64.4,418.9
skinny,fat_loss,42,173,99.6,5.6,6,12978,0,0,2001,141.4,96.1,33.28,sedentary,1912,164.4,56.1,187.4
overweight,muscle_gain,44,179,103.1,7.8,3,12211,0,1,2338,98.8,79.7,32.18,active,3638,200.7,115.1,449.8
overweight,muscle_gain,33,182,62.5,8.7,4,8012,0,0,1958,71.1,98.3,18.87,moderate,2819,127.4,79.1,399.4
overweight,recomposition,35,179,78.6,7.1,4,3449,0,1,2757,92.5,90.6,24.53,sedentary,2137,128.2,55.6,280.9
normal,muscle_gain,18,180,74.5,8.6,4,14022,1,1,2034,95.8,91.8,22.99,moderate,3143,151.7,89.5,432.7
normal,muscle_gain,21,190,75.8,5.7,0,12753,1,0,1977,64.7,104.9,21.0,sedentary,2578,127.3,65.3,370.3
normal,fat_loss,34,150,93.2,7.4,4,14107,0,1,2895,90.0,62.7,41.42,moderate,2206,197.3,57.4,225.0
skinny,recomposition,23,159,83.7,8.3,6,10125,1,1,2816,76.8,90.4,33.11,active,2956,136.6,74.4,435.0
overweight,recomposition,25,153,55.9,6.6,2,9803,0,1,2464,50.4,110.9,23.88,active,2309,99.1,71.8,316.6
overweight,recomposition,42,170,107.5,7.7,0,3595,1,1,2268,106.1,56.9,37.2,moderate,3062,209.7,83.7,367.5
overweight,fat_loss,33,187,95.1,7.1,5,13309,0,1,2964,76.9,56.8,27.2,sedentary,2025,191.3,52.9,195.9
overweight,fat_loss,36,166,57.6,5.1,0,2931,0,0,2999,51.3,95.9,20.9,sedentary,1261,111.7,41.6,109.9
normal,recomposition,25,161,61.5,6.9,0,12465,1,1,2160,82.8,69.4,23.73,moderate,2241,112.5,58.1,317.0
overweight,muscle_gain,21,166,107.1,6.1,3,3137,1,0,2703,93.8,87.8,38.87,light,3171,185.4,93.1,397.9
skinny,muscle_gain,46,166,51.7,5.3,4,13920,1,1,2714,41.4,52.6,18.76,light,2227,91.0,66.8,315.5
normal,recomposition,43,186,45.2,7.8,6,10039,1,1,2556,36.3,116.8,13.07,sedentary,1784,85.4,50.9,246.1
overweight,muscle_gain,40,171,89.3,6.6,5,12601,0,1,2977,119.0,70.3,30.54,sedentary,2471,152.3,56.0,339.4
skinny,recomposition,42,162,64.4,6.6,0,12332,1,1,2829,57.8,63.5,24.54,active,2587,141.5,64.3,360.6
skinny,muscle_gain,42,154,96.5,7.6,3,10748,1,0,2272,125.9,78.4,40.69,sedentary,2421,201.1,71.8,242.6
overweight,fat_loss,47,184,54.7,7.3,0,2604,0,1,3070,67.4,67.0,16.16,active,2064,91.8,49.8,312.1
skinny,muscle_gain,21,169,98.3,5.4,4,4796,0,0,1888,92.6,73.6,34.42,light,3154,197.3,81.5,407.8
normal,fat_loss,54,184,53.9,8.3,6,5493,0,0,2183,71.7,61.8,15.92,sedentary,1314,104.1,35.6,144.3
skinny,muscle_gain,55,152,53.7,8.2,5,12034,1,0,1808,49.7,56.2,23.24,sedentary,1926,105.0,48.9,266.5
skinny,recomposition,48,158,58.4,7.6,4,9379,1,0,2634,76.0,92.8,23.39,sedentary,1525,115.4,47.1,159.9
overweight,recomposition,40,176,45.3,5.9,0,10686,0,1,2449,56.1,64.6,14.62,light,1780,77.7,55.3,242.9
skinny,muscle_gain,48,181,56.5,7.7,0,2885,1,1,2268,77.0,103.1,17.25,moderate,2575,93.9,58.7,417.8
overweight,muscle_gain,52,161,55.3,5.1,4,3901,0,0,2386,73.2,112.9,21.33,moderate,2379,114.3,61.5,342.1
overweight,muscle_gain,24,165,93.0,8.5,3,5615,0,1,3046,83.8,115.0,34.16,sedentary,2631,158.7,69.4,342.9
overweight,recomposition,47,162,86.1,8.9,1,7503,0,0,2192,75.6,82.6,32.81,sedentary,1979,146.6,51.5,232.3
normal,recomposition,36,188,55.2,8.2,4,4784,0,0,3007,52.5,83.1,15.62,active,2695,97.6,81.7,392.3
skinny,fat_loss,33,165,66.3,7.3,4,4440,0,1,2826,76.4,79.8,24.35,active,2246,125.1,69.8,279.4
skinny,muscle_gain,24,178,77.2,5.3,6,2203,1,0,2134,115.7,51.1,24.37,moderate,3213,137.6,96.5,448.5
normal,recomposition,54,187,46.6,6.8,6,4271,1,0,2785,37.3,93.9,13.33,active,2360,99.5,61.2,352.8
overweight,muscle_gain,20,168,72.7,6.1,4,10887,0,0,2520,104.5,75.5,25.76,sedentary,2331,121.2,61.3,323.6
normal,fat_loss,20,173,68.8,7.6,5,3097,0,0,2708,90.6,102.7,22.99,sedentary,1530,118.7,46.7,158.7
skinny,muscle_gain,32,170,67.9,6.1,5,8929,1,0,2433,78.2,108.1,23.49,moderate,2879,137.6,85.7,389.3
normal,fat_loss,52,168,74.4,6.5,5,13357,0,0,2346,68.8,117.1,26.36,sedentary,1527,123.9,38.6,171.0
overweight,recomposition,27,181,54.8,5.8,5,2371,1,1,2463,60.0,101.6,16.73,light,2035,97.3,46.6,306.6
overweight,recomposition,32,183,86.9,6.6,2,12743,1,1,2441,104.0,112.9,25.95,active,3182,148.0,79.9,467.7
normal,fat_loss,48,173,108.1,8.1,0,4430,1,1,2796,108.1,118.1,36.12,light,2168,217.9,64.2,179.6
normal,muscle_gain,27,160,60.5,5.2,2,11413,0,1,2087,78.3,96.6,23.63,light,2416,102.2,65.7,354.0
normal,fat_loss,28,184,64.6,8.7,3,10182,0,1,3158,76.4,85.5,19.08,sedentary,1528,130.7,42.0,156.8
overweight,muscle_gain,36,186,88.3,8.2,5,9243,1,0,1995,104.7,71.6,25.52,sedentary,2646,174.0,65.3,340.6
skinny,fat_loss,40,155,66.2,7.4,1,11558,0,1,2553,73.6,97.0,27.55,sedentary,1400,144.7,37.2,121.6
skinny,recomposition,49,170,84.2,7.0,0,12924,1,1,2317,89.3,69.9,29.13,active,2860,150.3,77.7,389.9
skinny,recomposition,53,155,59.0,8.6,5,8809,1,1,2820,64.3,108.5,24.56,active,2293,97.4,56.2,349.4
skinny,muscle_gain,48,183,109.1,5.3,4,14388,1,0,2380,129.7,99.7,32.58,moderate,3592,234.4,87.8,466.1
overweight,recomposition,42,168,81.0,5.2,6,6947,1,1,2114,109.7,60.8,28.7,active,2830,176.1,89.1,330.9
skinny,fat_loss,48,157,87.5,8.6,3,4938,1,0,2490,129.5,91.9,35.5,moderate,2120,170.5,60.4,223.6
normal,fat_loss,34,190,89.6,8.9,6,3959,1,0,2004,100.6,98.5,24.82,sedentary,1911,152.1,48.3,217.0
overweight,fat_loss,44,190,104.3,6.4,2,6778,0,0,2638,95.6,72.6,28.89,sedentary,2038,218.6,60.8,154.1
skinny,fat_loss,37,167,89.6,7.8,0,10755,1,0,2322,102.1,73.8,32.13,moderate,2386,148.9,57.1,319.1
normal,fat_loss,32,162,96.7,7.2,5,10612,0,1,2946,139.9,83.6,36.85,sedentary,1810,194.8,43.0,160.9
overweight,fat_loss,46,188,79.0,8.9,1,13630,1,0,1980,101.6,98.2,22.35,light,2014,132.3,47.7,263.9
skinny,fat_loss,23,177,89.9,8.1,0,2308,1,1,1845,113.4,91.5,28.7,sedentary,1854,150.3,46.4,208.8
skinny,recomposition,22,169,88.4,8.0,6,4028,0,0,1840,79.7,102.2,30.95,moderate,2815,191.8,73.4,346.8
overweight,fat_loss,28,182,95.8,7.5,4,11342,0,0,2802,141.3,62.0,28.92,light,2202,184.2,72.8,202.5
overweight,fat_loss,24,163,104.8,8.4,3,8004,0,1,2968,155.8,79.7,39.44,light,2252,182.0,52.9,262.0
overweight,recomposition,38,157,75.3,7.1,3,14489,1,1,1915,86.3,76.9,30.55,sedentary,1875,147.6,48.2,212.7
normal,recomposition,46,164,81.0,6.2,6,9011,0,0,2051,121.4,84.4,30.12,moderate,2421,148.9,67.9,303.6
normal,fat_loss,23,157,54.3,6.6,4,3666,0,0,2080,75.5,78.3,22.03,moderate,1833,114.2,55.5,219.2
normal,recomposition,35,187,83.6,8.0,6,12548,1,1,3182,96.8,60.3,23.91,active,3180,139.2,79.5,476.9
normal,recomposition,49,164,85.8,5.5,0,14088,0,0,3160,91.6,97.5,31.9,sedentary,1910,152.9,55.7,199.3
overweight,muscle_gain,22,183,94.9,8.2,1,6809,1,1,2933,111.8,51.2,28.34,moderate,3576,153.6,96.6,523.0
skinny,recomposition,25,174,74.3,8.4,3,9531,0,0,3038,68.0,80.1,24.54,moderate,2630,150.8,72.7,343.1
overweight,fat_loss,25,186,88.9,7.6,5,10837,1,1,2347,101.9,118.0,25.7,sedentary,1860,178.3,57.2,158.0
overweight,muscle_gain,36,170,49.0,7.4,1,8003,1,0,1936,51.0,75.0,16.96,active,2765,80.1,68.9,456.1
skinny,fat_loss,33,169,83.5,8.6,0,6995,0,1,1852,105.2,79.6,29.24,moderate,2252,178.8,56.7,256.6
normal,fat_loss,48,187,46.4,6.3,4,8394,1,0,2270,53.4,103.5,13.27,light,1535,78.9,39.2,216.6
normal,fat_loss,45,162,77.3,8.4,6,3234,0,1,3194,83.6,65.8,29.45,moderate,1936,168.1,58.5,184.3
skinny,muscle_gain,55,156,83.5,6.1,4,10700,1,1,2712,84.4,106.3,34.31,sedentary,2258,166.8,58.0,267.2
overweight,recomposition,44,175,61.3,7.1,5,14508,0,0,2607,58.2,117.3,20.02,light,2141,132.6,54.0,281.1
normal,muscle_gain,52,189,100.4,8.6,4,13904,0,0,2136,132.8,103.6,28.11,light,3065,185.4,97.4,361.7
overweight,recomposition,22,190,58.2,6.6,6,6702,0,1,2368,51.2,63.4,16.12,light,2250,121.0,57.8,311.5
skinny,fat_loss,49,185,109.4,6.7,0,5309,0,1,2905,108.8,88.5,31.96,moderate,2651,231.0,87.3,235.3
normal,muscle_gain,49,151,48.6,8.6,2,11856,1,0,2355,67.5,109.0,21.31,sedentary,1787,81.0,54.3,243.6
skinny,fat_loss,25,183,88.2,7.3,6,10605,1,1,2882,89.9,108.3,26.34,sedentary,1798,161.8,54.9,164.2
